"date","pt","dose","coverage"
2021-05-15,"Nova Scotia","dose_1",39.16
2021-05-15,"Nova Scotia","dose_2",3.95
2021-05-15,"New Brunswick","dose_1",40.97
2021-05-15,"New Brunswick","dose_2",4.23
2021-05-15,"Quebec","dose_1",47.34
2021-05-15,"Quebec","dose_2",4.12
2021-05-15,"Ontario","dose_1",44.77
2021-05-15,"Ontario","dose_2",2.9
2021-05-15,"Manitoba","dose_1",40.51
2021-05-15,"Manitoba","dose_2",5.85
2021-05-15,"Saskatchewan","dose_1",46.97
2021-05-15,"Saskatchewan","dose_2",4.13
2021-05-15,"Alberta","dose_1",41.64
2021-05-15,"Alberta","dose_2",7.21
2021-05-15,"British Columbia","dose_1",45.88
2021-05-15,"British Columbia","dose_2",2.5
2021-05-15,"Yukon","dose_1",61.11
2021-05-15,"Yukon","dose_2",54.11
2021-05-15,"Northwest Territories","dose_1",65.22
2021-05-15,"Northwest Territories","dose_2",52.81
2021-05-15,"Nunavut","dose_1",42.4
2021-05-15,"Nunavut","dose_2",33.76
2021-05-22,"Newfoundland and Labrador","dose_1",49.98
2021-05-22,"Newfoundland and Labrador","dose_2",2.01
2021-05-22,"Prince Edward Island","dose_1",43.41
2021-05-22,"Prince Edward Island","dose_2",7.48
2021-05-22,"Nova Scotia","dose_1",46.46
2021-05-22,"Nova Scotia","dose_2",4.18
2021-05-22,"New Brunswick","dose_1",49.02
2021-05-22,"New Brunswick","dose_2",4.67
2021-05-22,"Quebec","dose_1",53.49
2021-05-22,"Quebec","dose_2",5.19
2021-05-22,"Ontario","dose_1",50.84
2021-05-22,"Ontario","dose_2",3.59
2021-05-22,"Manitoba","dose_1",46.49
2021-05-22,"Manitoba","dose_2",6.27
2021-05-22,"Saskatchewan","dose_1",51.25
2021-05-22,"Saskatchewan","dose_2",4.93
2021-05-22,"Alberta","dose_1",41.74
2021-05-22,"Alberta","dose_2",7.22
2021-05-22,"British Columbia","dose_1",52.51
2021-05-22,"British Columbia","dose_2",2.83
2021-05-22,"Yukon","dose_1",62.05
2021-05-22,"Yukon","dose_2",55.22
2021-05-22,"Northwest Territories","dose_1",66.44
2021-05-22,"Northwest Territories","dose_2",53.68
2021-05-22,"Nunavut","dose_1",43.22
2021-05-22,"Nunavut","dose_2",35.81
2021-05-29,"Newfoundland and Labrador","dose_1",55.72
2021-05-29,"Newfoundland and Labrador","dose_2",2.2
2021-05-29,"Prince Edward Island","dose_1",48.56
2021-05-29,"Prince Edward Island","dose_2",8.17
2021-05-29,"Nova Scotia","dose_1",54.22
2021-05-29,"Nova Scotia","dose_2",4.38
2021-05-29,"New Brunswick","dose_1",54.74
2021-05-29,"New Brunswick","dose_2",5.18
2021-05-29,"Quebec","dose_1",59.01
2021-05-29,"Quebec","dose_2",6.49
2021-05-29,"Ontario","dose_1",55.97
2021-05-29,"Ontario","dose_2",4.65
2021-05-29,"Manitoba","dose_1",52.66
2021-05-29,"Manitoba","dose_2",7.63
2021-05-29,"Saskatchewan","dose_1",54.44
2021-05-29,"Saskatchewan","dose_2",7.05
2021-05-29,"Alberta","dose_1",53.07
2021-05-29,"Alberta","dose_2",8.55
2021-05-29,"British Columbia","dose_1",58.71
2021-05-29,"British Columbia","dose_2",3.46
2021-05-29,"Yukon","dose_1",62.76
2021-05-29,"Yukon","dose_2",56.2
2021-05-29,"Northwest Territories","dose_1",68
2021-05-29,"Northwest Territories","dose_2",54.99
2021-05-29,"Nunavut","dose_1",43.73
2021-05-29,"Nunavut","dose_2",37.92
2021-06-05,"Newfoundland and Labrador","dose_1",61.13
2021-06-05,"Newfoundland and Labrador","dose_2",3.33
2021-06-05,"Prince Edward Island","dose_1",54.61
2021-06-05,"Prince Edward Island","dose_2",8.76
2021-06-05,"Nova Scotia","dose_1",59.56
2021-06-05,"Nova Scotia","dose_2",4.49
2021-06-05,"New Brunswick","dose_1",61.38
2021-06-05,"New Brunswick","dose_2",5.96
2021-06-05,"Quebec","dose_1",64.26
2021-06-05,"Quebec","dose_2",8.29
2021-06-05,"Ontario","dose_1",60.45
2021-06-05,"Ontario","dose_2",6.97
2021-06-05,"Manitoba","dose_1",56.81
2021-06-05,"Manitoba","dose_2",10.58
2021-06-05,"Saskatchewan","dose_1",56.02
2021-06-05,"Saskatchewan","dose_2",11.61
2021-06-05,"Alberta","dose_1",56.52
2021-06-05,"Alberta","dose_2",11.7
2021-06-05,"British Columbia","dose_1",63.42
2021-06-05,"British Columbia","dose_2",6.05
2021-06-05,"Yukon","dose_1",63.33
2021-06-05,"Yukon","dose_2",57.06
2021-06-05,"Northwest Territories","dose_1",59
2021-06-05,"Northwest Territories","dose_2",49.12
2021-06-05,"Nunavut","dose_1",45.17
2021-06-05,"Nunavut","dose_2",38.18
2021-06-12,"Newfoundland and Labrador","dose_1",65.95
2021-06-12,"Newfoundland and Labrador","dose_2",4.97
2021-06-12,"Prince Edward Island","dose_1",60.41
2021-06-12,"Prince Edward Island","dose_2",10.52
2021-06-12,"Nova Scotia","dose_1",64.98
2021-06-12,"Nova Scotia","dose_2",5.13
2021-06-12,"New Brunswick","dose_1",64.63
2021-06-12,"New Brunswick","dose_2",9.68
2021-06-12,"Quebec","dose_1",67.52
2021-06-12,"Quebec","dose_2",12.32
2021-06-12,"Ontario","dose_1",63.49
2021-06-12,"Ontario","dose_2",12.14
2021-06-12,"Manitoba","dose_1",59.63
2021-06-12,"Manitoba","dose_2",14.52
2021-06-12,"Saskatchewan","dose_1",57.7
2021-06-12,"Saskatchewan","dose_2",17.81
2021-06-12,"Alberta","dose_1",58.28
2021-06-12,"Alberta","dose_2",16.95
2021-06-12,"British Columbia","dose_1",65.58
2021-06-12,"British Columbia","dose_2",11.77
2021-06-12,"Yukon","dose_1",63.97
2021-06-12,"Yukon","dose_2",58.18
2021-06-12,"Northwest Territories","dose_1",59.96
2021-06-12,"Northwest Territories","dose_2",51.84
2021-06-12,"Nunavut","dose_1",46.27
2021-06-12,"Nunavut","dose_2",39.03
2021-06-19,"Newfoundland and Labrador","dose_1",69.89
2021-06-19,"Newfoundland and Labrador","dose_2",8.98
2021-06-19,"Prince Edward Island","dose_1",66.27
2021-06-19,"Prince Edward Island","dose_2",12.2
2021-06-19,"Nova Scotia","dose_1",69.29
2021-06-19,"Nova Scotia","dose_2",8.34
2021-06-19,"New Brunswick","dose_1",66.04
2021-06-19,"New Brunswick","dose_2",16.44
2021-06-19,"Quebec","dose_1",69.06
2021-06-19,"Quebec","dose_2",18.17
2021-06-19,"Ontario","dose_1",65.27
2021-06-19,"Ontario","dose_2",19.41
2021-06-19,"Manitoba","dose_1",61.39
2021-06-19,"Manitoba","dose_2",20.6
2021-06-19,"Saskatchewan","dose_1",59.15
2021-06-19,"Saskatchewan","dose_2",24.33
2021-06-19,"Alberta","dose_1",59.38
2021-06-19,"Alberta","dose_2",24.2
2021-06-19,"British Columbia","dose_1",66.65
2021-06-19,"British Columbia","dose_2",17.23
2021-06-19,"Yukon","dose_1",65.35
2021-06-19,"Yukon","dose_2",59.72
2021-06-19,"Northwest Territories","dose_1",61.03
2021-06-19,"Northwest Territories","dose_2",53.55
2021-06-19,"Nunavut","dose_1",50.3
2021-06-19,"Nunavut","dose_2",39.96
2021-06-26,"Newfoundland and Labrador","dose_1",72.77
2021-06-26,"Newfoundland and Labrador","dose_2",15.25
2021-06-26,"Prince Edward Island","dose_1",69.58
2021-06-26,"Prince Edward Island","dose_2",17.24
2021-06-26,"Nova Scotia","dose_1",70.39
2021-06-26,"Nova Scotia","dose_2",16.96
2021-06-26,"New Brunswick","dose_1",67.3
2021-06-26,"New Brunswick","dose_2",25.31
2021-06-26,"Quebec","dose_1",69.69
2021-06-26,"Quebec","dose_2",25.11
2021-06-26,"Ontario","dose_1",66.54
2021-06-26,"Ontario","dose_2",28.12
2021-06-26,"Manitoba","dose_1",62.87
2021-06-26,"Manitoba","dose_2",31.46
2021-06-26,"Saskatchewan","dose_1",60.16
2021-06-26,"Saskatchewan","dose_2",34.13
2021-06-26,"Alberta","dose_1",59.95
2021-06-26,"Alberta","dose_2",29.08
2021-06-26,"British Columbia","dose_1",68.07
2021-06-26,"British Columbia","dose_2",25.31
2021-06-26,"Yukon","dose_1",70.55
2021-06-26,"Yukon","dose_2",61.89
2021-06-26,"Northwest Territories","dose_1",61.83
2021-06-26,"Northwest Territories","dose_2",54.65
2021-06-26,"Nunavut","dose_1",53.19
2021-06-26,"Nunavut","dose_2",40.86
2021-07-03,"Newfoundland and Labrador","dose_1",73.86
2021-07-03,"Newfoundland and Labrador","dose_2",20.87
2021-07-03,"Prince Edward Island","dose_1",71.3
2021-07-03,"Prince Edward Island","dose_2",22.52
2021-07-03,"Nova Scotia","dose_1",70.87
2021-07-03,"Nova Scotia","dose_2",27.91
2021-07-03,"New Brunswick","dose_1",68.14
2021-07-03,"New Brunswick","dose_2",34.76
2021-07-03,"Quebec","dose_1",70.28
2021-07-03,"Quebec","dose_2",32.57
2021-07-03,"Ontario","dose_1",67.49
2021-07-03,"Ontario","dose_2",37.48
2021-07-03,"Manitoba","dose_1",64.64
2021-07-03,"Manitoba","dose_2",42.17
2021-07-03,"Saskatchewan","dose_1",60.95
2021-07-03,"Saskatchewan","dose_2",41.51
2021-07-03,"Alberta","dose_1",61.17
2021-07-03,"Alberta","dose_2",39.98
2021-07-03,"British Columbia","dose_1",69.1
2021-07-03,"British Columbia","dose_2",32.08
2021-07-03,"Yukon","dose_1",71.42
2021-07-03,"Yukon","dose_2",63.57
2021-07-03,"Northwest Territories","dose_1",62.42
2021-07-03,"Northwest Territories","dose_2",55.64
2021-07-03,"Nunavut","dose_1",54.32
2021-07-03,"Nunavut","dose_2",41.79
2021-07-10,"Newfoundland and Labrador","dose_1",75.39
2021-07-10,"Newfoundland and Labrador","dose_2",29.6
2021-07-10,"Prince Edward Island","dose_1",72.81
2021-07-10,"Prince Edward Island","dose_2",29.37
2021-07-10,"Nova Scotia","dose_1",71.7
2021-07-10,"Nova Scotia","dose_2",39.66
2021-07-10,"New Brunswick","dose_1",69.15
2021-07-10,"New Brunswick","dose_2",43.97
2021-07-10,"Quebec","dose_1",70.84
2021-07-10,"Quebec","dose_2",40.22
2021-07-10,"Ontario","dose_1",68.41
2021-07-10,"Ontario","dose_2",46.26
2021-07-10,"Manitoba","dose_1",66.07
2021-07-10,"Manitoba","dose_2",48.89
2021-07-10,"Saskatchewan","dose_1",61.77
2021-07-10,"Saskatchewan","dose_2",47.28
2021-07-10,"Alberta","dose_1",61.85
2021-07-10,"Alberta","dose_2",44.67
2021-07-10,"British Columbia","dose_1",70
2021-07-10,"British Columbia","dose_2",39.71
2021-07-10,"Yukon","dose_1",72.33
2021-07-10,"Yukon","dose_2",65.46
2021-07-10,"Northwest Territories","dose_1",62.94
2021-07-10,"Northwest Territories","dose_2",56.59
2021-07-10,"Nunavut","dose_1",55.58
2021-07-10,"Nunavut","dose_2",43.65
2021-07-17,"Newfoundland and Labrador","dose_1",76.35
2021-07-17,"Newfoundland and Labrador","dose_2",37.31
2021-07-17,"Prince Edward Island","dose_1",74.11
2021-07-17,"Prince Edward Island","dose_2",35.69
2021-07-17,"Nova Scotia","dose_1",73.08
2021-07-17,"Nova Scotia","dose_2",48.91
2021-07-17,"New Brunswick","dose_1",69.99
2021-07-17,"New Brunswick","dose_2",50.83
2021-07-17,"Quebec","dose_1",71.45
2021-07-17,"Quebec","dose_2",46.88
2021-07-17,"Ontario","dose_1",69.26
2021-07-17,"Ontario","dose_2",52.93
2021-07-17,"Manitoba","dose_1",67.18
2021-07-17,"Manitoba","dose_2",53.07
2021-07-17,"Saskatchewan","dose_1",62.4
2021-07-17,"Saskatchewan","dose_2",50.5
2021-07-17,"Alberta","dose_1",62.57
2021-07-17,"Alberta","dose_2",50.41
2021-07-17,"British Columbia","dose_1",70.74
2021-07-17,"British Columbia","dose_2",46.83
2021-07-17,"Yukon","dose_1",72.9
2021-07-17,"Yukon","dose_2",66.79
2021-07-17,"Northwest Territories","dose_1",63.51
2021-07-17,"Northwest Territories","dose_2",57.67
2021-07-17,"Nunavut","dose_1",56.78
2021-07-17,"Nunavut","dose_2",47.47
2021-07-24,"Newfoundland and Labrador","dose_1",76.83
2021-07-24,"Newfoundland and Labrador","dose_2",45.07
2021-07-24,"Prince Edward Island","dose_1",74.91
2021-07-24,"Prince Edward Island","dose_2",42.34
2021-07-24,"Nova Scotia","dose_1",73.45
2021-07-24,"Nova Scotia","dose_2",56.1
2021-07-24,"New Brunswick","dose_1",70.9
2021-07-24,"New Brunswick","dose_2",56.33
2021-07-24,"Quebec","dose_1",72.05
2021-07-24,"Quebec","dose_2",53.41
2021-07-24,"Ontario","dose_1",70.03
2021-07-24,"Ontario","dose_2",57.82
2021-07-24,"Manitoba","dose_1",68.16
2021-07-24,"Manitoba","dose_2",56.79
2021-07-24,"Saskatchewan","dose_1",63
2021-07-24,"Saskatchewan","dose_2",53.02
2021-07-24,"Alberta","dose_1",63.11
2021-07-24,"Alberta","dose_2",53.6
2021-07-24,"British Columbia","dose_1",71.41
2021-07-24,"British Columbia","dose_2",54.37
2021-07-24,"Yukon","dose_1",73.35
2021-07-24,"Yukon","dose_2",67.92
2021-07-24,"Northwest Territories","dose_1",63.95
2021-07-24,"Northwest Territories","dose_2",58.69
2021-07-24,"Nunavut","dose_1",57.38
2021-07-24,"Nunavut","dose_2",48.86
2021-07-31,"Newfoundland and Labrador","dose_1",77.51
2021-07-31,"Newfoundland and Labrador","dose_2",51.55
2021-07-31,"Prince Edward Island","dose_1",75.7
2021-07-31,"Prince Edward Island","dose_2",48.79
2021-07-31,"Nova Scotia","dose_1",74.24
2021-07-31,"Nova Scotia","dose_2",62.23
2021-07-31,"New Brunswick","dose_1",71.59
2021-07-31,"New Brunswick","dose_2",59.49
2021-07-31,"Quebec","dose_1",72.52
2021-07-31,"Quebec","dose_2",58.3
2021-07-31,"Ontario","dose_1",70.72
2021-07-31,"Ontario","dose_2",60.96
2021-07-31,"Manitoba","dose_1",69.3
2021-07-31,"Manitoba","dose_2",61.4
2021-07-31,"Saskatchewan","dose_1",63.5
2021-07-31,"Saskatchewan","dose_2",54.92
2021-07-31,"Alberta","dose_1",63.6
2021-07-31,"Alberta","dose_2",55.49
2021-07-31,"British Columbia","dose_1",72.05
2021-07-31,"British Columbia","dose_2",59.37
2021-07-31,"Yukon","dose_1",73.89
2021-07-31,"Yukon","dose_2",68.63
2021-07-31,"Northwest Territories","dose_1",64.35
2021-07-31,"Northwest Territories","dose_2",59.55
2021-07-31,"Nunavut","dose_1",57.86
2021-07-31,"Nunavut","dose_2",50.06
2021-08-07,"Newfoundland and Labrador","dose_1",78.26
2021-08-07,"Newfoundland and Labrador","dose_2",57.33
2021-08-07,"Prince Edward Island","dose_1",76.38
2021-08-07,"Prince Edward Island","dose_2",55.21
2021-08-07,"Nova Scotia","dose_1",75.01
2021-08-07,"Nova Scotia","dose_2",65.47
2021-08-07,"New Brunswick","dose_1",72.12
2021-08-07,"New Brunswick","dose_2",61.18
2021-08-07,"Quebec","dose_1",73.04
2021-08-07,"Quebec","dose_2",61.65
2021-08-07,"Ontario","dose_1",71.18
2021-08-07,"Ontario","dose_2",62.87
2021-08-07,"Manitoba","dose_1",69.8
2021-08-07,"Manitoba","dose_2",62.77
2021-08-07,"Saskatchewan","dose_1",63.85
2021-08-07,"Saskatchewan","dose_2",55.96
2021-08-07,"Alberta","dose_1",63.97
2021-08-07,"Alberta","dose_2",56.54
2021-08-07,"British Columbia","dose_1",72.64
2021-08-07,"British Columbia","dose_2",62.31
2021-08-07,"Yukon","dose_1",74.37
2021-08-07,"Yukon","dose_2",69.49
2021-08-07,"Northwest Territories","dose_1",64.74
2021-08-07,"Northwest Territories","dose_2",60.19
2021-08-07,"Nunavut","dose_1",58.27
2021-08-07,"Nunavut","dose_2",50.78
2021-08-14,"Newfoundland and Labrador","dose_1",79
2021-08-14,"Newfoundland and Labrador","dose_2",62.25
2021-08-14,"Prince Edward Island","dose_1",76.92
2021-08-14,"Prince Edward Island","dose_2",61.22
2021-08-14,"Nova Scotia","dose_1",75.36
2021-08-14,"Nova Scotia","dose_2",66.7
2021-08-14,"New Brunswick","dose_1",72.59
2021-08-14,"New Brunswick","dose_2",62.66
2021-08-14,"Quebec","dose_1",73.72
2021-08-14,"Quebec","dose_2",64.54
2021-08-14,"Ontario","dose_1",71.66
2021-08-14,"Ontario","dose_2",64.51
2021-08-14,"Manitoba","dose_1",70.21
2021-08-14,"Manitoba","dose_2",64.03
2021-08-14,"Saskatchewan","dose_1",64.19
2021-08-14,"Saskatchewan","dose_2",56.78
2021-08-14,"Alberta","dose_1",64.34
2021-08-14,"Alberta","dose_2",57.37
2021-08-14,"British Columbia","dose_1",73.17
2021-08-14,"British Columbia","dose_2",64.88
2021-08-14,"Yukon","dose_1",74.63
2021-08-14,"Yukon","dose_2",70.05
2021-08-14,"Northwest Territories","dose_1",65.27
2021-08-14,"Northwest Territories","dose_2",61.12
2021-08-14,"Nunavut","dose_1",58.72
2021-08-14,"Nunavut","dose_2",51.46
2021-08-21,"Newfoundland and Labrador","dose_1",79.52
2021-08-21,"Newfoundland and Labrador","dose_2",67.04
2021-08-21,"Prince Edward Island","dose_1",77.45
2021-08-21,"Prince Edward Island","dose_2",66.28
2021-08-21,"Nova Scotia","dose_1",75.61
2021-08-21,"Nova Scotia","dose_2",67.94
2021-08-21,"New Brunswick","dose_1",73.1
2021-08-21,"New Brunswick","dose_2",63.84
2021-08-21,"Quebec","dose_1",74.39
2021-08-21,"Quebec","dose_2",67.29
2021-08-21,"Ontario","dose_1",72.25
2021-08-21,"Ontario","dose_2",65.8
2021-08-21,"Manitoba","dose_1",70.6
2021-08-21,"Manitoba","dose_2",65.03
2021-08-21,"Saskatchewan","dose_1",64.62
2021-08-21,"Saskatchewan","dose_2",57.55
2021-08-21,"Alberta","dose_1",64.75
2021-08-21,"Alberta","dose_2",58.13
2021-08-21,"British Columbia","dose_1",73.67
2021-08-21,"British Columbia","dose_2",66.41
2021-08-21,"Yukon","dose_1",74.9
2021-08-21,"Yukon","dose_2",70.59
2021-08-21,"Northwest Territories","dose_1",66.22
2021-08-21,"Northwest Territories","dose_2",61.82
2021-08-21,"Nunavut","dose_1",59.3
2021-08-21,"Nunavut","dose_2",52.17
2021-08-28,"Newfoundland and Labrador","dose_1",80.02
2021-08-28,"Newfoundland and Labrador","dose_2",69.71
2021-08-28,"Prince Edward Island","dose_1",77.94
2021-08-28,"Prince Edward Island","dose_2",68.87
2021-08-28,"Nova Scotia","dose_1",76.14
2021-08-28,"Nova Scotia","dose_2",69.31
2021-08-28,"New Brunswick","dose_1",73.71
2021-08-28,"New Brunswick","dose_2",65.85
2021-08-28,"Quebec","dose_1",75.07
2021-08-28,"Quebec","dose_2",69.28
2021-08-28,"Ontario","dose_1",72.83
2021-08-28,"Ontario","dose_2",66.86
2021-08-28,"Manitoba","dose_1",71.11
2021-08-28,"Manitoba","dose_2",66.08
2021-08-28,"Saskatchewan","dose_1",65.13
2021-08-28,"Saskatchewan","dose_2",58.25
2021-08-28,"Alberta","dose_1",65.25
2021-08-28,"Alberta","dose_2",58.9
2021-08-28,"British Columbia","dose_1",74.57
2021-08-28,"British Columbia","dose_2",67.72
2021-08-28,"Yukon","dose_1",75.24
2021-08-28,"Yukon","dose_2",71.15
2021-08-28,"Northwest Territories","dose_1",67.09
2021-08-28,"Northwest Territories","dose_2",62.54
2021-08-28,"Nunavut","dose_1",59.75
2021-08-28,"Nunavut","dose_2",52.79
2021-09-04,"Newfoundland and Labrador","dose_1",80.48
2021-09-04,"Newfoundland and Labrador","dose_2",71.34
2021-09-04,"Prince Edward Island","dose_1",78.39
2021-09-04,"Prince Edward Island","dose_2",70.43
2021-09-04,"Nova Scotia","dose_1",76.49
2021-09-04,"Nova Scotia","dose_2",70.07
2021-09-04,"New Brunswick","dose_1",73.75
2021-09-04,"New Brunswick","dose_2",65.97
2021-09-04,"Quebec","dose_1",75.81
2021-09-04,"Quebec","dose_2",70.81
2021-09-04,"Ontario","dose_1",73.43
2021-09-04,"Ontario","dose_2",67.67
2021-09-04,"Manitoba","dose_1",71.97
2021-09-04,"Manitoba","dose_2",67.2
2021-09-04,"Saskatchewan","dose_1",65.67
2021-09-04,"Saskatchewan","dose_2",58.92
2021-09-04,"Alberta","dose_1",65.84
2021-09-04,"Alberta","dose_2",59.64
2021-09-04,"British Columbia","dose_1",75.27
2021-09-04,"British Columbia","dose_2",68.68
2021-09-04,"Yukon","dose_1",75.49
2021-09-04,"Yukon","dose_2",71.54
2021-09-04,"Northwest Territories","dose_1",67.61
2021-09-04,"Northwest Territories","dose_2",62.95
2021-09-04,"Nunavut","dose_1",60.17
2021-09-04,"Nunavut","dose_2",53.2
2021-09-11,"Newfoundland and Labrador","dose_1",80.92
2021-09-11,"Newfoundland and Labrador","dose_2",72.21
2021-09-11,"Prince Edward Island","dose_1",78.79
2021-09-11,"Prince Edward Island","dose_2",71.61
2021-09-11,"Nova Scotia","dose_1",77.02
2021-09-11,"Nova Scotia","dose_2",71.01
2021-09-11,"New Brunswick","dose_1",74.8
2021-09-11,"New Brunswick","dose_2",67.66
2021-09-11,"Quebec","dose_1",76.42
2021-09-11,"Quebec","dose_2",71.98
2021-09-11,"Ontario","dose_1",74.18
2021-09-11,"Ontario","dose_2",68.61
2021-09-11,"Manitoba","dose_1",72.62
2021-09-11,"Manitoba","dose_2",67.93
2021-09-11,"Saskatchewan","dose_1",66.15
2021-09-11,"Saskatchewan","dose_2",59.5
2021-09-11,"Alberta","dose_1",66.35
2021-09-11,"Alberta","dose_2",60.14
2021-09-11,"British Columbia","dose_1",75.97
2021-09-11,"British Columbia","dose_2",69.45
2021-09-11,"Yukon","dose_1",75.72
2021-09-11,"Yukon","dose_2",71.91
2021-09-11,"Northwest Territories","dose_1",68.24
2021-09-11,"Northwest Territories","dose_2",63.52
2021-09-11,"Nunavut","dose_1",60.91
2021-09-11,"Nunavut","dose_2",53.61
2021-09-18,"Newfoundland and Labrador","dose_1",81.36
2021-09-18,"Newfoundland and Labrador","dose_2",73.45
2021-09-18,"Prince Edward Island","dose_1",79.35
2021-09-18,"Prince Edward Island","dose_2",72.74
2021-09-18,"Nova Scotia","dose_1",77.77
2021-09-18,"Nova Scotia","dose_2",71.96
2021-09-18,"New Brunswick","dose_1",75.53
2021-09-18,"New Brunswick","dose_2",68.46
2021-09-18,"Quebec","dose_1",77.02
2021-09-18,"Quebec","dose_2",73.06
2021-09-18,"Ontario","dose_1",74.79
2021-09-18,"Ontario","dose_2",69.48
2021-09-18,"Manitoba","dose_1",73.21
2021-09-18,"Manitoba","dose_2",68.66
2021-09-18,"Saskatchewan","dose_1",67.04
2021-09-18,"Saskatchewan","dose_2",60.29
2021-09-18,"Alberta","dose_1",68.23
2021-09-18,"Alberta","dose_2",61.34
2021-09-18,"British Columbia","dose_1",76.84
2021-09-18,"British Columbia","dose_2",70.35
2021-09-18,"Yukon","dose_1",75.93
2021-09-18,"Yukon","dose_2",72.29
2021-09-18,"Northwest Territories","dose_1",68.74
2021-09-18,"Northwest Territories","dose_2",64.25
2021-09-18,"Nunavut","dose_1",61.6
2021-09-18,"Nunavut","dose_2",54.05
2021-09-25,"Newfoundland and Labrador","dose_1",81.95
2021-09-25,"Newfoundland and Labrador","dose_2",74.35
2021-09-25,"Prince Edward Island","dose_1",79.96
2021-09-25,"Prince Edward Island","dose_2",73.66
2021-09-25,"Nova Scotia","dose_1",78.46
2021-09-25,"Nova Scotia","dose_2",72.76
2021-09-25,"New Brunswick","dose_1",76.97
2021-09-25,"New Brunswick","dose_2",69.64
2021-09-25,"Quebec","dose_1",77.35
2021-09-25,"Quebec","dose_2",73.78
2021-09-25,"Ontario","dose_1",75.48
2021-09-25,"Ontario","dose_2",70.58
2021-09-25,"Manitoba","dose_1",73.63
2021-09-25,"Manitoba","dose_2",69.34
2021-09-25,"Saskatchewan","dose_1",68.27
2021-09-25,"Saskatchewan","dose_2",61.25
2021-09-25,"Alberta","dose_1",69.53
2021-09-25,"Alberta","dose_2",62.21
2021-09-25,"British Columbia","dose_1",77.61
2021-09-25,"British Columbia","dose_2",71.32
2021-09-25,"Yukon","dose_1",75.95
2021-09-25,"Yukon","dose_2",72.43
2021-09-25,"Northwest Territories","dose_1",69.2
2021-09-25,"Northwest Territories","dose_2",64.81
2021-09-25,"Nunavut","dose_1",62.42
2021-09-25,"Nunavut","dose_2",54.75
